一级规格	二级规格	三级规格	四级规格	规格描述	锐捷N18E-XB	锐捷N18E-HCA	华为MA5800G	差异	控标说明	锐捷参考位置	华为参考章节
Management Features	Track	Track跟踪RNS对象状态			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Management Features
Management Features	Track	Track跟踪接口链路状态			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Management Features
Management Features	Web管理	Web管理基础		支持eweb2.0，具体指标参看【eweb2.0 基础功能软件规格】	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Management Features
Management Features	Web管理	交换机Web管理		支持eweb2.0，具体指标参看【eweb2.0 基础功能软件规格】	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Management Features
Management Features	Web管理	支持HTTP Server V1.1		支持eweb2.0，具体指标参看【eweb2.0 基础功能软件规格】	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Management Features
Management Features	Web管理	支持HTTPS Server		支持eweb2.0，具体指标参看【eweb2.0 基础功能软件规格】	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Management Features
Management Features	Web管理	支持开箱Web网管可管理			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Management Features
Management Features	基本特性	支持hostname配置			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Management Features
Management Features	基本特性	支持YANG模型			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Management Features
Management Features	零配置	支持auto-provision			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Management Features
Management Features	零配置	支持PYTHON脚本灵活ZTP功能			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Management Features
Management Features	零配置	支持U盘开局			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Management Features
Management Features	零配置	支持ZAM	支持IPv6	支持IPv6	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Management Features
Management Features	配置回滚	配置回滚			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Management Features
Management Features	设备管理	支持GRPC获取设备信息	支持获取版本信息(软件版本、硬件版本、设备描述、序列号、软件版本构建时间)、CPU(CPU5秒内利用率、各核CPU5秒内利用率)和内存信息(当前内存使用信息)	支持获取版本信息(软件版本、硬件版本、设备描述、序列号、软件版本构建时间)、CPU(CPU5秒内利用率、各核CPU5秒内利用率)和内存信息(当前内存使用信息)	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Management Features
Management Features	设备管理	支持接口子卡	支持接口子卡热扩容。	支持接口子卡热扩容。	❌ 不支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Management Features
Management Features	设备管理	支持计划重启设备			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Management Features
Management Features	设备诊断	支持设备抓包			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Management Features
Management Features	网络管理(移动测试项)	备份系统配置			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Management Features
Management Features	网络管理(移动测试项)	流量统计查询			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Management Features
Management Features	网络管理(移动测试项)	系统操作日志输出			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Management Features
Management Features	中继管理	支持VSU			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Management Features
Management Features	中继管理	支持中继器纳管	通过MQTT建立通道	通过MQTT建立通道	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Management Features
Management Features	中继管理	支持按需启动			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Management Features
Management Features	中继管理	支持连接中继器		只有POE款型号支持连接中继器	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Management Features
MPLS	L3VPN	6PE			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	L3VPN	6VPE			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	L3VPN	CSC			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	L3VPN	HOPE			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	L3VPN	MCE			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	L3VPN	MPLS MIB支持(RFC1273,4265,4382)			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	L3VPN	MPLS Ping/trace			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	L3VPN	MPLS/BGP VPN（RFC2547）			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	L3VPN	OSPF VPN			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	L3VPN	支持BGP/MPLS IPv6 VPN			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	L3VPN	跨域支持OPTION B/C			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	LDP	LDP会话保护			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	LDP	LDP域间LSP			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	LDP	LDP支持MD5认证			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	LDP	支持LDP ECMP			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	LDP	支持LDP IGP同步	包含IS-ISv4/OSPFv2	包含IS-ISv4/OSPFv2	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	LDP	支持LDPv6			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	LSP	LSP			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	MPLS BGP	支持BGP VPNv4路由ECMP			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	MPLS BGP	支持VRF和全局之间进行路由互导（过滤）			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	MPLS forwarding	MPLS LER/MPLS LSR			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	MPLS forwarding	支持MPLS			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	MPLS forwarding	支持MPLS BFD			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	MPLS forwarding	支持MPLS ECMP	支持4层、2层MPLS报文的内层5元组ECMP负载均衡。可以不用配置，默认能够均衡便可。极化问题可CLI配置扰动因子	支持4层、2层MPLS报文的内层5元组ECMP负载均衡。可以不用配置，默认能够均衡便可。极化问题可CLI配置扰动因子	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	MPLS forwarding	支持MPLS IPv6			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	MPLS forwarding	支持配置静态路由递归到全局或者VPN的FTN路由			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	VPLS	支持AP口接入		支持AP口接入	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	VPLS	支持HVPLS(分层VPLS)			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	VPLS	支持Kompella方式VPLS			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	VPLS	支持Martini方式VPLS			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	VPLS	支持OPTION A方式跨域			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	VPLS	支持OPTION B方式跨域			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	VPLS	支持OPTION C方式跨域			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	VPLS	支持PW Redundancy			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	VPLS	支持SVI口接入			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	VPLS	支持物理路由口接入		支持物理路由口接入	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	VPLS	支持路由口接入			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	VPWS	支持AP口接入			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	VPWS	支持FRR			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	VPWS	支持Kompella方式VPWS			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	VPWS	支持Martini方式VPWS			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	VPWS	支持OPTION A方式跨域			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	VPWS	支持OPTION B方式跨域			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	VPWS	支持OPTION C方式跨域			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	VPWS	支持SVI口接入			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	VPWS	支持物理路由口接入			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	VPWS	支持路由口接入			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
MPLS	三层子接口	支持三层子接口接入MPLS网络			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / MPLS
Multicast Features	IGMP	IGMP Proxy			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Multicast Features
Multicast Features	IGMP	IGMP V1,V2,V3			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Multicast Features
Multicast Features	IGMP	IGMP主机行为			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Multicast Features
Multicast Features	IGMP	Querier选举			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Multicast Features
Multicast Features	IGMP	成员查询与响应			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Multicast Features
Multicast Features	IGMP	支持VRF			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Multicast Features
Multicast Features	IGMP	支持组播静态路由			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Multicast Features
Multicast Features	IGMP Snooping	IGMP Fast Leave			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Multicast Features
Multicast Features	IGMP Snooping	IGMP Filter			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Multicast Features
Multicast Features	IGMP Snooping	IGMP Snooping支持协议报文严格检查配置			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Multicast Features
Multicast Features	IGMP Snooping	IGMP Snooping支持错误报文过滤			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Multicast Features
Multicast Features	IGMP Snooping	IGMP v1,v2 Snooping			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Multicast Features
Multicast Features	IGMP Snooping	IGMP V3 Snooping			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Multicast Features
Multicast Features	IGMP Snooping	IVGL模式			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Multicast Features
Multicast Features	IGMP Snooping	SVGL模式	主备口不支持SVGL模式	编号大于256的AP口不支持该模式	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Multicast Features
Multicast Features	IGMP Snooping	支持查询器功能			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Multicast Features
Multicast Features	IGMP Snooping	支持源IP检查			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Multicast Features
Multicast Features	IGMP Snooping	支持源端口检查			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Multicast Features
Multicast Features	MLD	MLD Proxy			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Multicast Features
Multicast Features	MLD	MLD v1, v2			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Multicast Features
Multicast Features	MLD Snooping	MLD Snooping			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Multicast Features
Multicast Features	MLD Snooping	MLD Snooping 支持错误报文过滤			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Multicast Features
Multicast Features	MLD Snooping	MLD Snooping支持协议报文严格检查配置			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Multicast Features
Multicast Features	MLD Snooping	MLD支持SVGL模式	主备口不支持SVGL模式		✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Multicast Features
Multicast Features	MLD Snooping	MLD支持源端口检查			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Multicast Features
Multicast Features	MLD Snooping	支持MLD Snooping V2			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Multicast Features
Multicast Features	MSDP	MSDP			✅ 支持	❌ 不支持	❌ 不支持	⚡锐捷独有	华为无MSDP	12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Multicast Features
Multicast Features	PIM-DMv4	PIM-DMv4			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Multicast Features
Multicast Features	PIM-SMv4	PIM-SM 支持VRF			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Multicast Features
Multicast Features	PIM-SMv4	PIM-SMv4			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Multicast Features
Multicast Features	PIM-SMv4	PIM-SSM 支持VRF			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Multicast Features
Multicast Features	PIM-SMv4	PIM-SSMv4			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Multicast Features
Multicast Features	PIM-SMv6	PIM-SMv6			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Multicast Features
Multicast Features	PIM-SMv6	PIM-SSMv6			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Multicast Features
OAM Features	CFM	支持环回检测			N(评测)	N(评测)	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	CFM	支持连通性追踪			N(评测)	N(评测)	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	CFM	支持链路跟踪			N(评测)	N(评测)	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	EFM	支持EFM(802.3AH)			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	EFM	支持远端环回			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	EFM	支持链路故障通告			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	EFM	支持链路监控			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	IPv6 RNS	DNSv6探测			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	IPv6 RNS	ICMPv6-Echo探测			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	IPv6 RNS	支持DHCPv6探测			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	IPv6 RNS	支持snmp配置IPv6 RNS探测	支持snmp配置IPv6 RNS探测	当前SNMP仅支持配置ICMPv6-Echo探测和UDPv6探测	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	IPv6 RNS	支持TCPv6-Connect探测			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	IPv6 RNS	支持UDPv6探测			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	IPv6 RNS	支持设置探测报文的TOS优先级			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	POE	POE			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	POE	POE+			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	POE	POE++（BT标准）			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	POE	PoE设备支持VSU功能			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	POE	供电管理模式（自动模式）			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	POE	供电管理模式（节能模式）			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	POE	供电管理模式（静态模式）			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	POE	支持LLDP供电协商	支持IEEE802.3AT标准		❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	POE	热启动不间断供电			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	POE	端口优先级			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	Power Supply	基于线卡全局使能			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	Power Supply	基于线卡最大功率设置			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	Power Supply	基于线卡的优先级功能			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	Power Supply	支持LLDP供电协商	支持IEEE802.3AT标准		❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	Power Supply	支持供电口和业务口映射关系管理			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	Power Supply	支持功率过载告警			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	Power Supply	支持告警功率设置			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	Power Supply	支持固定功率分配模式	根据提前定义的策略(CLASS)分配功率	根据提前定义的策略(CLASS)分配功率	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	Power Supply	支持快速供电恢复功能		支持系统冷启动，快速恢复对受电设备供电	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	Power Supply	支持热启动不间断供电			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	Power Supply	支持热重启不下电	时光主机默认开启	时光主机默认开启	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	Power Supply	支持端口优先级配置			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	Power Supply	支持端口使能			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	Power Supply	支持端口信息和配置查看			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	Power Supply	支持端口定时下电			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	Power Supply	支持端口最大功率设置			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	Power Supply	支持端口配置非标模式	开启后仅支持class0-class4 PD供电	开启后仅支持class0-class4 PD供电	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	Power Supply	支持系统信息查看			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
OAM Features	Power Supply	支持自动模式和节能模式	默认为自动模式	默认为自动模式	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / OAM Features
